Filename,exit_code,real_time,solve_real_time,SAT_verified
c2cd09b4537de6e215569560cf8646e4-smtlib-qfbv-aigs-bin_libsmbclient_vc1225819-tseitin,10,0.49,0.37,0,0.49
c2d2885ef8fa77119736e4a44bdb5276-sgen1-sat-140-100.cnf.mis-111.debugged,0,5000.03,5000.02,0,5000.03
c2d58fc709a8b35863e80c7e398ca787-rbsat-v760c43649g7,10,24.05,24.05,0,24.05
c2dd17ac9cfd69732745c4766d9afc04-g6bid,20,1.42,1.41,0,1.42
c2f6dd479665edbb1d1e4bbec521011d-Mat25.shuffled,20,0.76,0.76,0,0.76
c31f64e36934747378efbea57f27b8ef-sgen1-sat-120-100,10,4.79,4.78,0,4.79
c320454b0750a2f351ce1257db0b51db-SAT_instance_N=31,10,938.04,938.03,0,938.04
c347e01bc7e4f50032f30648b6a9361e-SAT_dat.k90.debugged,20,735.58,735.50,0,735.58
c3597a1893475479a8779083c761d1b3-fphp-016-016.shuffled-as.sat05-1202,10,0.02,0.02,0,0.02
c3619e08b72747fb0086b197e4a27b8b-g2-modgen-n200-m90860q08c40-13698,10,194.67,194.67,0,194.67
c3621075609bccb71f473444d4bb32a1-sokoban-sequential-p145-microban-sequential.080-SAT,0,5000.10,5000.01,0,5000.10
c369e852e7dfded433aad34a19100310-bart18.shuffled,10,0.04,0.04,0,0.04
c37b4ce8f68fe990fa25d5bb51f478c4-satcoin-genesis-SAT-16,10,40.77,40.73,0,40.77
c38fe5966f9d036ed94b86992a3d57f1-rbcl_xits_10_UNKNOWN,0,5000.02,5000.01,0,5000.02
c3bf4f4f50426b38a736ed5364a8786e-sortnet-8-ipc5-h18-unsat,0,5000.03,5000.00,0,5000.03
c3c80c8b7e9a4eb4c99be20bee4e2c48-problem_21.smt2,20,0.08,0.08,0,0.08
c3cc6d7dc2f972fa2d8b4830f230aacf-genurq3Sat.shuffled-as.sat03-1509,10,0.03,0.02,0,0.03
c3d1ff3c02e2d003202b8a9b1f411bf7-hard-25-U-7061,20,3.58,3.38,0,3.58
c3d8096db125f4bade48cfd0dcf441f3-SE_PR_stb_531_83.apx_1,10,29.12,29.11,0,29.12
c3e0e65e139c5314b8df1bc3293c608e-dated-10-19-s,10,11.24,11.22,0,11.24
c3f50787a180445698765b19e4e34bbd-SGI_30_70_30_50_10-log.shuffled-as.sat03-184,0,5000.01,5000.01,0,5000.01
c401fc09cf0d3fb666cd80dd38f9757d-Mycielski-11-hints-1,20,447.77,447.72,0,447.77
c417dcf37c4cc9573e482089c38d3b63-Schur_161_5_d41,20,534.39,534.39,0,534.39
c41c74f316a2067cc19708ce982d960a-WS_400_16_90_70.apx_0,20,82.78,82.78,0,82.78
c43621d44acb59b884efae624782c582-fdmus_b17_1324,20,0.07,0.07,0,0.07
c446bab9265d91062678c8c6f48ff00d-atco_enc2_opt1_20_11,20,470.19,470.05,0,470.19
c4640fb558ccbad86694363a933084a5-170225515,10,69.87,69.87,0,69.87
c4715f8496b35af81ab494aae3cc9458-6s17-opt,20,121.07,121.06,0,121.07
c49255402c653d2c90478b4e8f88381c-rand_net60-25-1.shuffled,20,0.01,0.01,0,0.01
c4d939b4c848c3a857bd576d627fce94-le450_25c.col.25,0,5000.05,5000.00,0,5000.05
c4e6088ec95e6f235316ebf93685231f-rbsat-v760c43649gyes7,10,13.04,13.04,0,13.04
c4f2774e12156450b8fe8d29fabc701f-sgen1-sat-290-100,0,5000.01,5000.00,0,5000.01
c502ef60c01f7ce1f3fb241b08253e81-barman-pfile10-039.sas.ex.15,20,63.20,63.12,0,63.20
c50dd1b0f41a1adcdfed8d663add9428-20-100-lambda100-65_sat,10,88.70,88.69,0,88.70
c50e0cba8e14add52ca738afc1201c20-modgen-n200-m90860q08c40-5377,20,0.04,0.04,0,0.04
c51543929ce3f6f2af634555b83f30d6-rphp5_065_shuffled,10,0.77,0.76,0,0.77
c5184bc4f1ebbd226f630e08d267a7ee-Q3inK13,0,5000.07,5000.01,0,5000.07
c51946462f76108b9c877cbcc4226cb8-gt-012.shuffled-as.sat05-1289,20,0.03,0.02,0,0.03
c5228787ee24d25f8439cbd5348ac855-SGI_30_60_28_40_10-dir.shuffled-as.sat03-122,20,499.15,499.15,0,499.15
c52ad9f8fec393a1f4b421aa14af75d3-at-least-two-vmpc_26,20,494.92,494.91,0,494.92
c536124c94de4988a37d19ade8672db3-mp1-ps_5000_21250_3_0_0.6_0_1.45_0,0,5000.02,5000.00,0,5000.02
c5534c218a09cf54c02e131d32117dbd-maxxororand064,20,1222.17,1222.17,0,1222.17
c558bd6fe862300f9e5ac8307a3af765-Ptn-7824-b09,10,645.41,645.40,0,645.41
c572eb6c8c0fdbaca952b43d5582cc07-sokoban-sequential-p145-microban-sequential.060-NOTKNOWN,0,5000.17,5000.12,0,5000.17
c58f77d98b00326cf655c00047331a18-bqwh.36.4.432.shuffled-as.sat03-1644,10,9.98,9.98,0,9.98
c5905895a64fbbfb8a60b18bf77b7054-puzzle60_sat,0,5000.04,5000.02,0,5000.04
c596ce4ec92abfaa76f535251ebee0a6-dated-10-19-u,0,5000.04,5000.00,0,5000.04
c5ae0ec49de0959cd14431ce851c14f8-Circuit_multiplier22,10,164.64,164.63,0,164.64
c5ce12e7059cfce8b754151289b7b7a7-iso-ukn002.shuffled-as.sat05-3625,10,0.05,0.05,0,0.05
c5dbdd112be5e90c3033dfb361816b3d-vmpc_23.shuffled-as.sat05-1959,10,0.26,0.26,0,0.26
c5de36538149b595c16b39ed0940958f-course0.2_2018_3_5,10,110.01,109.96,0,110.01
c5e7e5564e9c70329212c6bd040f30ba-dislog_a18_x18_n28,0,5000.03,5000.01,0,5000.03
c602a712213cb8bb2d132bf217a430b9-filter_iir_true-unreach-call.c,20,737.88,737.78,0,737.88
c6102dcdca7e85d30e9c224d2847a3e9-003,10,4775.15,4775.12,0,4775.15
c61b57775d6fd979d127d77838c2aad1-Ptn-7824-b02,0,5000.02,5000.00,0,5000.02
c62b0222dbe1002ec12967ea52b3f840-partial-10-19-u,0,5000.04,5000.01,0,5000.04
c63424f7bb57831af348463adc9003fa-rope_0300.shuffled,20,2.67,2.66,0,2.67
c640ca9c9c5ec25218ea030b584e2af7-prime2209-81,10,1.52,1.51,0,1.52
c6487f6dfcc1438eccca1876a33d9a9c-genurq7Sat.shuffled-as.sat03-1513.cnf.mis-135.debugged,0,5000.04,5000.02,0,5000.04
c657b42ed98b8b4469f8aca02b5a0142-shift1add.16979,20,418.82,418.80,0,418.82
c66167837eaad5a6ddc6ee40fa77488f-fphp-012-012.shuffled-as.sat05-1200,10,0.01,0.00,0,0.01
c6635a842a41b0635f250f4b9bc4eeca-MD5-30-1,0,5000.02,5000.00,0,5000.02
c6830b92146580fd53b36ae8ac967479-par32-3.debugged,10,0.01,0.01,0,0.01
c68559683a957e38602c5bd3c509329c-f6bid,20,6.16,6.14,0,6.16
c6b0ea900f2fdddad7fc5afa1b41f89d-minand016,20,0.03,0.03,0,0.03
c6b56259b19a76d039d8a8695910e6a6-fdmus_b22_102,20,0.03,0.03,0,0.03
c6b68cef6a06f0931380e3b812108f84-minxorminand064,20,52.55,52.55,0,52.55
c6be4aa0528dbebf2ef44e7db82d8124-E05F18,10,17.51,17.50,0,17.51
c6c0333f0865d7fcd5621fa80d44c661-miza-sr06-sha0-35-03,10,32.93,32.92,0,32.93
c6d4a5ada35c9fa057056d144dab62ff-bob12m04,-1,0,-1,0,0
c6e03256680b96b52e3345a497333c2b-hwb-n24-02-S786928571.shuffled-as.sat03-1618,20,403.91,403.91,0,403.91
c6e47b17688a41c70bb3d4f0222cb25c-urqh1c2x7.shuffled-as.sat03-1462,20,2.87,2.87,0,2.87
c7260e595b52c0b9323e5c8f399ac39f-genurq4Sat.shuffled-as.sat03-1510,10,0.01,0.01,0,0.01
c747ec9b3f81730aa9cff350b4ec74b1-ctl_4291_567_6_unsat,0,5000.02,5000.00,0,5000.02
c748c7d0cdf2459ff9d9ab2243da79a1-hwmcc10-timeframe-expansion-k50-pdtswvsam6x8p3-tseitin,20,6.50,6.48,0,6.50
c749add01497dd00a5cbcdc6e410d3f4-289-sat-12x14,10,0.03,0.03,0,0.03
c757e31fd7b036b2143215fd4bc62557-gt-060.shuffled-as.sat05-1300,20,2.06,2.05,0,2.06
c75b0b635cbbebe7429a9506c80cb981-rbsat-v2100c215164gyes2,0,5000.02,5000.00,0,5000.02
c75da2a1b1be73fff24d160d3c0ac22c-manthey_single-ordered-initialized-w48-b8,10,25.07,25.06,0,25.07
c760d08d38eddb4840cf1aa44a0e34fe-g2-hwmcc15deep-beemhanoi4b1-k37,0,5000.05,5000.01,0,5000.05
c76239a08fd7090e5b2938d02f76a3fe-bob12s02,20,533.91,533.91,0,533.91
c76f3c6c2e2eae85fc5f3d499f3db88d-mp1-blockpuzzle_5x10_s7_free4,20,841.38,841.37,0,841.38
c78487f5561b494a5f20ac072978a14e-cmu-bmc-longmult13,20,0.81,0.81,0,0.81
c7895e19a65245baf11a13686d1710ca-CNP-5-600,10,85.35,85.34,0,85.35
c790cce39a626db94903b2789c570d7e-Kakuro-easy-132-ext.xml.hg_9,10,212.39,212.09,0,212.39
c796794d6786a23597f30d66cc62f1f3-post-cbmc-zfcp-2.8-u2-noholes,10,20.94,16.47,0,20.94
c79f5efa4fdcf594b4169106d04b3e86-LABS_n069_goal001,20,1741.60,1741.58,0,1741.60
c7a473fd916048e8d98f012294074328-edit_distance023_283,10,307.88,307.87,0,307.88
c7bdc373559430372ddd5155267e3cdb-AProVE11-13,10,1.31,1.03,0,1.31
c7c22d99715da67f568629dda7d898eb-49-133485,0,5000.10,5000.07,0,5000.10
c7cd1be9f812c99e94827cb361d693fc-b2005-p1-14x14c17h9-Ser3-0,0,5000.32,5000.00,0,5000.32
c7d10eee6ce5f663697f3146ec866c69-urqh1c2x3.shuffled-as.sat03-1458,20,0.02,0.01,0,0.02
c7e1c685f8ea6134f621b7bd7c22c823-hwmcc10-timeframe-expansion-k45-pdtswvrod6x8p1-tseitin,20,9.73,9.72,0,9.73
c7e7cd9a36c6ebeba57a8719cf82e376-UCG-20-5p0,20,104.38,104.36,0,104.38
c7eb6ef692056b7851b6f46ac16dc506-LABS_n079_goal006,0,5000.04,5000.00,0,5000.04
c7f30869e2222200eb837086a2198e39-urqh2x3.shuffled-as.sat03-1471,20,0.12,0.12,0,0.12
c8010b1f3576fe1ad92162f83adab260-dated-5-11-u,20,9.42,9.41,0,9.42
c80d75e085d9ccf171b155df86b34994-g2-hwmcc15deep-6s340rb63-k16,20,29.38,29.36,0,29.38
c82988874ac228f38860bc9a47db43e8-php-040-032.shuffled-as.sat05-1180,0,5000.06,5000.02,0,5000.06
c82eee3badbc8432dad72d1d575a0ea6-preimage_80r_495m_160h_seed_379,10,121.42,121.40,0,121.42
c83778814ed6773971ae0a40bc353ca2-9vliw_m_9stages_iq3_C1_bug5,10,139.19,138.89,0,139.19
c8427b1218785dcf28539e220f800864-crafted_n12_d6_c4_num9,20,198.69,198.60,0,198.69
c8479f309484a16b4b4185eaff548dea-fdmus_b15_294,20,0.06,0.05,0,0.06
c879ee8f60ca65a013da7774277e489e-randomG-n19-d05,0,5000.01,5000.00,0,5000.01
c87d77dd5456866cf10d56e0e05bbdc8-bvadd_17322,20,340.40,340.38,0,340.40
c8821b3db9c48a6e2d84c8d9f0f32645-ferry11u.shuffled-as.sat03-381,10,0.16,0.16,0,0.16
c88e69b47ae3e630c80930530203b7f3-rbsat-v945c61409gyes5,10,28.76,28.76,0,28.76
c8a46d737c221d3907747b204029e0c3-13pipe_q0_k,20,3949.10,3948.99,0,3949.10
c8b2c5e7df604ceeb93cb1ef04f4c9d4-EDP3-14000,10,2746.16,2746.10,0,2746.16
c8cff3ad0f176e153b5073725fed1bd1-ndhf_xits_09_UNSAT,0,5000.03,5000.00,0,5000.03
c8dc2da48d824c5cd4079c544c516393-rbsat-v760c43649g4,20,135.24,135.24,0,135.24
c8e2565d26037b35ca703cb2843da60f-clus-1200-4919-10-10-003.shuffled-as.sat03-1092,10,3.82,3.82,0,3.82
c8e8f96ff895dedd4c13e9044d41b077-ip25.shuffled,20,0.74,0.74,0,0.74
c8ec0b61cadcb715e0cd54e1412d3f08-hypercube6.shuffled-as.sat03-1436,0,5000.03,5000.00,0,5000.03
c92a00e686eb4d9a9e05d2ecfb174dd8-battleship-24-46-sat,10,6.18,6.18,0,6.18
c947949387613c61a2553098319d9da1-vlsat2_15440_1409906.dimacs,0,5000.11,5000.02,0,5000.11
c94d259862484271c82e85763b4d6f98-srhd-sgi-m27-q225-n25-p15-s58217873,10,0.03,0.02,0,0.03
c952aa28d205bc2c13f5506a0dc27be2-SAT_instance_N=77,0,5000.06,5000.03,0,5000.06
c971e245ef88e415b25f117c755b9522-tph17,0,5000.07,5000.01,0,5000.07
c97e15056adce820f75a1c67491bab93-dp06u05.shuffled,20,0.10,0.10,0,0.10
c9886f58320a360adbc8db9470563bea-ctl_4291_567_12_unsat,20,439.21,439.21,0,439.21
c98cb332cef9805eb77f592e7470fc56-homer10.shuffled,20,13.11,13.11,0,13.11
c9950814842b5586d11865b8aef27197-CNP-5-1800,10,46.78,46.78,0,46.78
c99fbb392c6adaf2835a455b1818e8e2-vlsat2_32480_4362044.dimacs,0,5000.21,5000.02,0,5000.21
c9aeaebe08aa8abf73a800decfbc01b3-ctl_4291_567_1_unsat,20,1093.73,1093.73,0,1093.73
c9b0c4aab534c2ba07e13495055e3c43-jkkk-random-132906006583172-10-10-32-OR-unsat,20,246.26,246.25,0,246.26
c9ce173177f091f397ac8be79fba5d66-mrpp_4x4#4_24,10,0.34,0.33,0,0.34
c9e1242a3df232c72f02bb5265003b4c-course_flat_0.12_2018_3_1,10,285.26,285.21,0,285.26
c9fca1038e970e422584da97def83aca-SAT_dat.k30-30_rule,10,111.21,111.20,0,111.21
ca0ac56a03c715d9b3d88aaca484250a-iso-ukn003.shuffled-as.sat05-3626,10,0.05,0.04,0,0.05
ca127e9c9bb2ce0831d115fad4f1a776-srhd-sgi-m37-q446.25-n35-p15-s25120921,10,0.04,0.03,0,0.04
ca1c2caa2f32c735b03b448ed80a807d-bart24.shuffled,10,0.24,0.24,0,0.24
ca23101b1c4e30381664f77afeeda208-servers_slapd_a_vc149923,10,40.72,40.70,0,40.72
ca3566d49762fb94ebc09f65801fd4d5-fdmus_b22_241,20,0.03,0.02,0,0.03
ca3748ee29d2d7d1e5d655f92a16543d-newton.3.3.i.smt2-stp212,20,3608.43,3608.41,0,3608.43
ca3be10aad950e2bb3b437e82cf0ff32-fsf-300-354-2-2-3-2.46.opt,10,16.21,16.21,0,16.21
ca3cf0bdc9f9a7d5f9024c8df7e04756-SGI_30_60_23_50_8-dir.shuffled-as.sat03-116,20,2280.71,2280.70,0,2280.71
ca42f722a9523776454f8eb6ec9bce69-manthey_single-ordered-initialized-w12-b6,10,0.01,0.00,0,0.01
ca4b2e306cc33b518dde145745db32d5-Sz512_15127_6.smt2-stp212,0,5000.02,5000.00,0,5000.02
ca675aeca2450ad1e330bdadb41320de-hitag2-8-60-0-0x1eb82244d7f1c3c-47,20,1539.98,1539.97,0,1539.98
ca6a16b826dea6057e265edccc2ce907-Ptn-7824-b20,10,137.56,137.56,0,137.56
ca6f385b29f7b9fb474f9ed7f9f921af-Timetable_C_241_E_45_Cl_16_S_16,10,82.29,82.26,0,82.29
ca84d59560f424f43ba7edc8540a0318-AProVE09-20,10,14.92,14.92,0,14.92
ca9db6688158d856299562b4f9ca5777-gensys-brn005.shuffled-as.sat05-2682,10,0.57,0.57,0,0.57
caa35d6c504bb38779d3b2bf7adf75d2-ctl_4291_567_7_unsat_pre,20,798.66,798.66,0,798.66
caae9c4cb6b5e22d8642eb305d62f17e-sted1_0x0-350,0,5000.02,5000.00,0,5000.02
cab122ecb0ca8f09d0e53eb81ac4bcf9-erin2_0x0_n207-379,10,4.28,4.28,0,4.28
cab291daca15b511611c9425089d95b6-UTI-15-10p1,10,94.50,94.47,0,94.50
cac3197a79f7b0166f8a22367b86c02a-sp5-21-15-una-nons-tree-noid,10,270.70,270.69,0,270.70
cad7a4e61757a39f734daf1b6260e080-fdmus_b21_422,20,0.03,0.02,0,0.03
cade7e3af457911e560b839a0fbe9b38-CNP-5-700,10,260.55,260.53,0,260.55
caead0e04b6de4365822b25dfd55967f-preimage_80r_490m_160h_seed_150,0,5000.02,5000.01,0,5000.02
cb014a5e33120445b676daacc90f7db3-crafted_n10_d6_c3_num10,20,62.30,62.25,0,62.30
cb061ca757ddf062729e976974b9b151-fphp-035-035.shuffled-as.sat05-1207,10,0.02,0.01,0,0.02
cb13dbb4c855de5f8db842bf0d8702f1-mrpp_4x4#8_12,10,0.39,0.39,0,0.39
cb2a16bfc3ac8f82905935b946dfd1fb-SGI_30_70_26_50_3-log.shuffled-as.sat03-166,0,5000.02,5000.00,0,5000.02
cb4238b7a86307dd3e0be2ef213500ad-sqrt_ineq_2.c,10,16.09,16.07,0,16.09
cb4630347440d6d7436c4dc7423d4cde-jgiraldezlevy.2200.9086.08.40.35,10,5.68,5.68,0,5.68
cb51db17dbfaef01db0ae1a96ecf1cad-sted1_0x0-420,0,5000.02,5000.00,0,5000.02
cb521a59d61fa5e4e821f393282a1b79-rbsat-v1150c84314gyes2,0,5000.03,5000.01,0,5000.03
cb576136b0c2bd11deb2d0de33faa440-mrpp_6x6#10_24,10,5.93,5.92,0,5.93
cb65cfd7531894955b244038c771ff25-linvrinv6.shuffled-as.sat05-565,0,5000.02,5000.00,0,5000.02
cb7275ef362bdd407d1d5311a3681b37-Bibd-sc-10-03-08_c18,10,3.06,3.05,0,3.06
cb81840aec2135ccd4e4408ab10cdbbb-prime2209-69,10,1.37,1.36,0,1.37
cb8f9ffb66d9b5ef663e6759be0b5e4e-q_query_3_L200_coli.sat,20,140.07,140.04,0,140.07
cb950b9accfb53eb98f77b0f995ac0ae-rphp5_050_shuffled,0,5000.03,5000.00,0,5000.03
cb9c73cdb0868592fb0a31c340085c9e-total-5-15-s,10,8.95,8.93,0,8.95
cbbc8cfdf76f4999df134398d58f468f-bart27.shuffled,10,0.09,0.09,0,0.09
cbc2e1b60303999f280e47867865a866-mp1-ps_5000_21250_3_0_0.6_0_1.45_6,0,5000.02,5000.00,0,5000.02
cbd0933002d6c4ea99ceb47bb0c3f4c9-em_11_3_4_cmp,10,379.40,379.39,0,379.40
cbd9bfc909142d4b5852edc15003b639-sgen3-n190-s29985700-unsat,0,5000.02,5000.00,0,5000.02
cbe9a57e080e13d56c366271b3031cd3-srhd-sgi-m32-q326.25-n30-p30-s48700942,10,0.03,0.02,0,0.03
cbfcafc83e030bc0cac0e1424ed1c851-SGI_30_50_30_20_5-log.shuffled-as.sat03-111,20,1765.52,1765.51,0,1765.52
cbfdc1183daf7250681c3ab1f3f07397-blocks-blocks-36-0.170-NOTKNOWN,10,582.25,582.06,0,582.25
cc07e92fc74cdaf6f2c60ba097de98f5-course0.12_2018_3_5,0,5000.08,5000.01,0,5000.08
cc13f460ceb62f42ac9b8674308888a8-IBM_FV_2004_rule_batch_07_SAT_dat.k35,20,0.14,0.14,0,0.14
cc1a816e624e9ef4b3d833c5a43d3651-ncc_none_21015_5_3_3_1_0_11,10,751.22,751.16,0,751.22
cc29d3f0616ec11db3afd1f1a24db15e-UR-15-5p0,20,52.54,52.53,0,52.54
cc3896ad4e0fb0aa6df4030870b76736-frb53-24-1.used-as.sat04-887,0,5000.03,5000.00,0,5000.03
cc42cc7a8022820cbd0e98595126d07e-g2-T97.2.1,20,2572.57,2572.04,0,2572.57
cc436db9fe0278663ce376e068069815-minandmaxor128,20,477.89,477.87,0,477.89
cc4ca544efe70ed7942a110b7e89dfd5-HCP-526-420,10,283.91,283.88,0,283.91
cc54b7fa1e2da7d9e8919b86a3cf66b5-pb_300_10_lb_12,10,136.95,136.92,0,136.95
cc5c7c695cbb6f78c1af80b3e5471db3-ak016modbtsimpbisc,20,458.74,458.73,0,458.74
cc91e954905f39e3a40a8fb22c4ac6da-g2-slp-synthesis-aes-top25,10,1114.13,1114.12,0,1114.13
ccb55d1b802617fcb969e12859d66124-g2-mizh-md5-48-2,10,73.46,73.44,0,73.46
ccc66f699505f84d67d7b4eaa78e5bd5-VanDerWaerden_pd_2-3-23_505,10,365.39,365.38,0,365.39
ccc709abdca6bf542e17a4c3152f4c55-manthey_single-ordered-initialized-w18-b7,20,0.07,0.06,0,0.07
ccd3f620c56161946984f5058c47b06f-Schur_161_5_d26,0,5000.02,5000.00,0,5000.02
ccf721b28df000621fc8c60461bda45a-mp1-rubikcube120,0,5000.02,5000.00,0,5000.02
ccfe15077c8b8b41fc7d96deadb70af8-C3-2-31,10,12.47,12.46,0,12.47
cd118ff851f95661b2a3adfc3e393c74-Schur_160_5_d34,10,1489.50,1489.49,0,1489.50
cd16ed7d0232ac2aeedf8b1cb046b33c-mp1-ps_5000_21250_3_0_0.8_0_1.70_6,0,5000.03,5000.01,0,5000.03
cd1fa4fa52834cf5c0c744dae3b226c7-transport-transport-city-sequential-35nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.030-NOTKNOWN,10,651.32,651.15,0,651.32
cd29b40b25690fe2598ef76fddbab2f6-ctl_4291_567_8_unsat_pre,0,5000.05,5000.03,0,5000.05
cd33a862b81ba7b887845d3510c41c62-MASG0_72_keystream76_0,10,348.31,348.30,0,348.31
cd361d33986dccd7f2d86016d6c35241-ecarev-110-4099-22-30-7,10,275.48,275.43,0,275.48
cd45de8e357af61f4dfc5d0f48ff2b91-apn-sbox6-cut5-helpbox29,10,304.88,304.86,0,304.88
cd5e97baf1afec266baf022023e78438-esawn_uw3.debugged,10,30.26,25.83,0,30.26
cd60db7535dddb69068778af69e6a267-edit_distance035_393,10,1985.74,1985.72,0,1985.74
cd670fb043fba9266428987dcbec71fa-pb_300_01_lb_00,10,114.14,114.10,0,114.14
cd78921cf08ae8e255d478574de1a46c-safe-50-h49-unsat,0,5000.04,5000.00,0,5000.04
cd84e41efae30dd7c3e42e58875d9605-gt-050.shuffled-as.sat05-1311,20,1.49,1.48,0,1.49
cd864fc43dfa07c29d9c6201d107160b-battleship-27-54-sat,0,5000.06,5000.01,0,5000.06
cd9ef241fe64cbc04d375100ef4f8296-SGI_30_70_26_50_3-dir.shuffled-as.sat03-165,20,768.88,768.87,0,768.88
cdb158cd7ba7c1012492596193a1de07-LABS_n091_goal008,10,2898.09,2898.02,0,2898.09
cdbaa5fdcb407cabb59b56aac74940ed-c2670,20,0.02,0.02,0,0.02
cdc22f17d9798c33698e448e234139da-clqcolor-16-11-11.shuffled-as.sat05-1245,10,0.04,0.04,0,0.04
cdd131110acc861a5a01fae6c4936c91-6g_6color_366_050_04,0,5000.13,5000.01,0,5000.13
cdd89d1b9259dcf26d4a53ba94041e93-sted2_0x0_n219-342,10,1582.13,1582.11,0,1582.13
cdd8ab284c8c33aada20bef1db5bbcb7-dist7.c,20,56.84,56.84,0,56.84
cdf559a186b55457ce49516ec323e907-at-least-two-traffic_kkb_unknown,20,347.01,346.95,0,347.01
cdf6f6d0771195566590e59e6e66ef56-iso-icl008.shuffled-as.sat05-2733,20,0.14,0.13,0,0.14
ce14f5beaa54cf952d58f3d77d8d3dac-mutcb16,20,131.96,131.95,0,131.96
ce331cf3c5f764ff9eeb2454a7cc1a78-pbl-00070.shuffled-as.sat05-1314.shuffled-as.sat05-1314,10,0.03,0.03,0,0.03
ce411c316449a7f1b98cca04eea70793-crafted_n11_d6_c4_num4,20,142.13,142.07,0,142.13
ce492517202b4d870280cb2c6e38e03f-eqbpwtrc10bpdtlf10,20,36.01,36.01,0,36.01
ce49f590c98885f7ac95567f2b1e7dd5-CNP-5-1100,10,70.01,70.00,0,70.01
ce506e5be563394b7315c7dace0b93a3-slp-synthesis-aes-bottom21,0,5000.03,5000.00,0,5000.03
ce636f1b8af96c134a2911efd63b7f14-battleship-7-13-sat,10,0.01,0.01,0,0.01
ce7ea71be4a85ea64f84be79b8b29106-jgiraldezlevy.2200.9086.08.40.79,10,1194.01,1194.00,0,1194.01
ce9490fdb1c52b1810e74852c0125717-em_7_3_6_all,10,7.88,7.88,0,7.88
ce98b37388caf28a782a9877633e271c-ferry9u.shuffled-as.sat03-387,10,0.11,0.11,0,0.11
ce9d0b1d7f0a92b9fee43fc0e0106fef-ferry11.shuffled-as.sat03-380,10,0.47,0.47,0,0.47
cea8db050e344e2cd8181ff4c8727161-mp1-9_11,10,3.87,3.87,0,3.87
ceb0b0b5dd56b4f6ff900ceb96613bde-mp1-ps_5000_21250_3_0_0.8_0_1.70_4,0,5000.02,5000.00,0,5000.02
ceb5d167122408378a3e3f437a80e139-IBM_FV_2004_rule_batch_26_SAT_dat.k90,20,8.64,8.47,0,8.64
cebdff69bbdc5d02033917180c906ba5-rand_net50-40-1.shuffled,20,0.04,0.03,0,0.04
cec5d86e0eae8234ca7c29b31c4674a6-mrpp_8x8#16_12,10,3.18,3.18,0,3.18
cee303b6b648d819c6553a3b7dacdb87-ndhf_xits_22_SAT,10,0.19,0.17,0,0.19
cee485c7a301636a77d629b1897b476a-VanDerWaerden_pd_2-3-25_606,10,3.33,3.33,0,3.33
ceed053b7c2e91dd761169faba1a5193-puzzle35_unsat,0,5000.02,5000.01,0,5000.02
cef0194e667b920e5055a48d45251f57-uts-l06-ipc5-h32-unknown,20,18.88,18.86,0,18.88
cf0df5b35d072339a23cf0c1a60c6d23-jgiraldezlevy.2200.9086.08.40.117,10,196.71,196.70,0,196.71
cf1218bce0d17382d7e0140ec376694f-mp1-ps_5000_21250_3_0_0.8_0_1.55_0,0,5000.04,5000.03,0,5000.04
cf13eab863f4ab7f7591835b7e928fba-fdmus_b20_341,20,0.01,0.01,0,0.01
cf156b71d41519e75181d4f221096777-clus-1200-4800-20-20-001.shuffled-as.sat03-1085,10,2.54,2.54,0,2.54
cf1a5622deb1bb224e619af9485bb01e-FlowerSnark-k6,20,1806.56,1806.55,0,1806.56
cf3f0d16a464d40eb66f98eb254ba55d-6s103,20,855.40,855.35,0,855.40
cf535843b8d62df0c46404c9d37464ee-Schur_160_5_d35,0,5000.01,5000.00,0,5000.01
cf5cb637eb7138ad665cdf9269239d83-SGI_30_70_23_60_1-dir.shuffled-as.sat03-158,20,2262.74,2262.73,0,2262.74
cf5f4eb714cab56ce430af77d26e1a6e-MVD_ADS_S10_5_6,20,0.92,0.91,0,0.92
cf71149e4f09e0fe0d1b9e67d21dcf6c-Nb8T62,10,148.10,148.07,0,148.10
cf7401f16fb9e583175d8e8435595514-vmpc_33.shuffled-as.sat05-1952,10,2894.27,2894.25,0,2894.27
cf801b6e9f208f1560b71c26417931a8-homer12.shuffled,20,189.80,189.80,0,189.80
cfa562765bd1a658788f599fc9f6d84d-f8n,20,11.18,11.17,0,11.18
cfaccb1db171d72038e03c7685ed2e43-sgen3-n200-s00813792-unsat,0,5000.01,5000.00,0,5000.01
cfadfe2cd2189294d81ab27bfcf1d265-countbitssrl016,20,1.22,1.22,0,1.22
cfb196665cc0598c7fb6d2afe6eb4a57-pb_200_03_lb_02,20,67.53,67.51,0,67.53
cfc5b08fa24149afb9a67426dbe871e9-WS_500_32_30_10.apx_0,20,619.79,619.79,0,619.79
cfc98ad68af6bb4fd5d9bddcf02dc304-s101-100,0,5000.03,5000.01,0,5000.03
cfd1346d0bd598be135475ecd856eb9e-icosahedron.shuffled-as.sat03-1438,20,0.08,0.08,0,0.08
cfdad2a030c0c3e8ed2fae050ead7c0b-qg4-9.shuffled,10,0.05,0.04,0,0.05
cfded6b843191489b90af6d44415a68f-hanoi5.shuffled-as.sat03-400,10,7.02,7.02,0,7.02
cfe1fbb525c39ecedb17966083b93fa5-1dlx_c_iq46_a,20,467.93,467.85,0,467.93
